photo_id,scientificName,kingdom,phylum,class,order,family,genus,species,common_name,taxonRank,photo_url,image_path,text_description
22631,Elgaria multicarinata,Animalia,Chordata,Reptilia,Squamata,Anguidae,Elgaria,multicarinata,Southern Alligator Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/22631/medium.jpg,biotrove_processed/images/22631.jpg,"Elgaria multicarinata (Southern Alligator Lizard) - Anguidae, Order Squamata, Class Reptilia"
23063,Plestiodon skiltonianus,Animalia,Chordata,Reptilia,Squamata,Scincidae,Plestiodon,skiltonianus,Western Skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/23063/medium.jpg,biotrove_processed/images/23063.jpg,"Plestiodon skiltonianus (Western Skink) - Scincidae, Order Squamata, Class Reptilia"
23064,Plestiodon skiltonianus,Animalia,Chordata,Reptilia,Squamata,Scincidae,Plestiodon,skiltonianus,Western Skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/23064/medium.jpg,biotrove_processed/images/23064.jpg,"Plestiodon skiltonianus (Western Skink) - Scincidae, Order Squamata, Class Reptilia"
23113,Chelonia mydas,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia,mydas,Green Turtle,species,http://inaturalist-open-data.s3.amazonaws.com/photos/23113/medium.jpg,biotrove_processed/images/23113.jpg,"Chelonia mydas (Green Turtle) - Cheloniidae, Order Testudines, Class Reptilia"
23511,Alligator mississippiensis,Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Alligator,mississippiensis,American Alligator,species,http://inaturalist-open-data.s3.amazonaws.com/photos/23511/medium.jpg,biotrove_processed/images/23511.jpg,"Alligator mississippiensis (American Alligator) - Alligatoridae, Order Crocodylia, Class Reptilia"
23839,Elgaria multicarinata,Animalia,Chordata,Reptilia,Squamata,Anguidae,Elgaria,multicarinata,Southern Alligator Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/23839/medium.JPG,biotrove_processed/images/23839.jpg,"Elgaria multicarinata (Southern Alligator Lizard) - Anguidae, Order Squamata, Class Reptilia"
23840,Elgaria multicarinata,Animalia,Chordata,Reptilia,Squamata,Anguidae,Elgaria,multicarinata,Southern Alligator Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/23840/medium.JPG,biotrove_processed/images/23840.jpg,"Elgaria multicarinata (Southern Alligator Lizard) - Anguidae, Order Squamata, Class Reptilia"
249972,Actinemys marmorata,Animalia,Chordata,Reptilia,Testudines,Emydidae,Actinemys,marmorata,Western Pond Turtle,species,http://inaturalist-open-data.s3.amazonaws.com/photos/249972/medium.jpg,biotrove_processed/images/249972.jpg,"Actinemys marmorata (Western Pond Turtle) - Emydidae, Order Testudines, Class Reptilia"
249971,Actinemys marmorata,Animalia,Chordata,Reptilia,Testudines,Emydidae,Actinemys,marmorata,Western Pond Turtle,species,http://inaturalist-open-data.s3.amazonaws.com/photos/249971/medium.jpg,biotrove_processed/images/249971.jpg,"Actinemys marmorata (Western Pond Turtle) - Emydidae, Order Testudines, Class Reptilia"
252075,Gekko albomaculatus,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Gekko,albomaculatus,Smith's Gecko,species,http://inaturalist-open-data.s3.amazonaws.com/photos/252075/medium.jpg,biotrove_processed/images/252075.jpg,"Gekko albomaculatus (Smith's Gecko) - Gekkonidae, Order Squamata, Class Reptilia"
392191,Dipsosaurus dorsalis,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Dipsosaurus,dorsalis,Desert Iguana,species,http://inaturalist-open-data.s3.amazonaws.com/photos/392191/medium.jpg,biotrove_processed/images/392191.jpg,"Dipsosaurus dorsalis (Desert Iguana) - Iguanidae, Order Squamata, Class Reptilia"
199462,Gopherus agassizii,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,agassizii,Agassiz’s Desert Tortoise,species,http://inaturalist-open-data.s3.amazonaws.com/photos/199462/medium.JPG,biotrove_processed/images/199462.jpg,"Gopherus agassizii (Agassiz’s Desert Tortoise) - Testudinidae, Order Testudines, Class Reptilia"
199464,Gopherus agassizii,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,agassizii,Agassiz’s Desert Tortoise,species,http://inaturalist-open-data.s3.amazonaws.com/photos/199464/medium.JPG,biotrove_processed/images/199464.jpg,"Gopherus agassizii (Agassiz’s Desert Tortoise) - Testudinidae, Order Testudines, Class Reptilia"
23941,Sauromalus ater,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sauromalus,ater,Common Chuckwalla,species,http://inaturalist-open-data.s3.amazonaws.com/photos/23941/medium.jpg,biotrove_processed/images/23941.jpg,"Sauromalus ater (Common Chuckwalla) - Iguanidae, Order Squamata, Class Reptilia"
393244,Crotaphytus bicinctores,Animalia,Chordata,Reptilia,Squamata,Crotaphytidae,Crotaphytus,bicinctores,Desert Collared Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/393244/medium.jpg,biotrove_processed/images/393244.jpg,"Crotaphytus bicinctores (Desert Collared Lizard) - Crotaphytidae, Order Squamata, Class Reptilia"
393243,Crotaphytus bicinctores,Animalia,Chordata,Reptilia,Squamata,Crotaphytidae,Crotaphytus,bicinctores,Desert Collared Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/393243/medium.jpg,biotrove_processed/images/393243.jpg,"Crotaphytus bicinctores (Desert Collared Lizard) - Crotaphytidae, Order Squamata, Class Reptilia"
24316,Agama agama,Animalia,Chordata,Reptilia,Squamata,Agamidae,Agama,agama,Rainbow Agama,species,http://inaturalist-open-data.s3.amazonaws.com/photos/24316/medium.jpg,biotrove_processed/images/24316.jpg,"Agama agama (Rainbow Agama) - Agamidae, Order Squamata, Class Reptilia"
25045,Apalone ferox,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Apalone,ferox,Florida Softshell Turtle,species,http://inaturalist-open-data.s3.amazonaws.com/photos/25045/medium.jpg,biotrove_processed/images/25045.jpg,"Apalone ferox (Florida Softshell Turtle) - Trionychidae, Order Testudines, Class Reptilia"
199461,Dipsosaurus dorsalis,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Dipsosaurus,dorsalis,Desert Iguana,species,http://inaturalist-open-data.s3.amazonaws.com/photos/199461/medium.JPG,biotrove_processed/images/199461.jpg,"Dipsosaurus dorsalis (Desert Iguana) - Iguanidae, Order Squamata, Class Reptilia"
25744,Lygodactylus capensis,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Lygodactylus,capensis,Cape Dwarf Gecko,species,http://inaturalist-open-data.s3.amazonaws.com/photos/25744/medium.jpg,biotrove_processed/images/25744.jpg,"Lygodactylus capensis (Cape Dwarf Gecko) - Gekkonidae, Order Squamata, Class Reptilia"
25768,Trachylepis margaritifera,Animalia,Chordata,Reptilia,Squamata,Scincidae,Trachylepis,margaritifera,Rainbow Mabuya,species,http://inaturalist-open-data.s3.amazonaws.com/photos/25768/medium.jpg,biotrove_processed/images/25768.jpg,"Trachylepis margaritifera (Rainbow Mabuya) - Scincidae, Order Squamata, Class Reptilia"
25885,Matobosaurus validus,Animalia,Chordata,Reptilia,Squamata,Gerrhosauridae,Matobosaurus,validus,Common Giant Plated Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/25885/medium.jpg,biotrove_processed/images/25885.jpg,"Matobosaurus validus (Common Giant Plated Lizard) - Gerrhosauridae, Order Squamata, Class Reptilia"
25893,Chamaeleo dilepis,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,dilepis,Flap-necked Chameleon,species,http://inaturalist-open-data.s3.amazonaws.com/photos/25893/medium.jpg,biotrove_processed/images/25893.jpg,"Chamaeleo dilepis (Flap-necked Chameleon) - Chamaeleonidae, Order Squamata, Class Reptilia"
25911,Pelusios sinuatus,Animalia,Chordata,Reptilia,Testudines,Pelomedusidae,Pelusios,sinuatus,Serrated Hinged Terrapin,species,http://inaturalist-open-data.s3.amazonaws.com/photos/25911/medium.jpg,biotrove_processed/images/25911.jpg,"Pelusios sinuatus (Serrated Hinged Terrapin) - Pelomedusidae, Order Testudines, Class Reptilia"
26326,Plestiodon skiltonianus,Animalia,Chordata,Reptilia,Squamata,Scincidae,Plestiodon,skiltonianus,Western Skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/26326/medium.JPG,biotrove_processed/images/26326.jpg,"Plestiodon skiltonianus (Western Skink) - Scincidae, Order Squamata, Class Reptilia"
27669,Plestiodon skiltonianus,Animalia,Chordata,Reptilia,Squamata,Scincidae,Plestiodon,skiltonianus,Western Skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/27669/medium.JPG,biotrove_processed/images/27669.jpg,"Plestiodon skiltonianus (Western Skink) - Scincidae, Order Squamata, Class Reptilia"
25927,Trachylepis striata,Animalia,Chordata,Reptilia,Squamata,Scincidae,Trachylepis,striata,African Striped Skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/25927/medium.jpg,biotrove_processed/images/25927.jpg,"Trachylepis striata (African Striped Skink) - Scincidae, Order Squamata, Class Reptilia"
25928,Trachylepis margaritifera,Animalia,Chordata,Reptilia,Squamata,Scincidae,Trachylepis,margaritifera,Rainbow Mabuya,species,http://inaturalist-open-data.s3.amazonaws.com/photos/25928/medium.jpg,biotrove_processed/images/25928.jpg,"Trachylepis margaritifera (Rainbow Mabuya) - Scincidae, Order Squamata, Class Reptilia"
25929,Broadleysaurus major,Animalia,Chordata,Reptilia,Squamata,Gerrhosauridae,Broadleysaurus,major,Sudan Plated Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/25929/medium.jpg,biotrove_processed/images/25929.jpg,"Broadleysaurus major (Sudan Plated Lizard) - Gerrhosauridae, Order Squamata, Class Reptilia"
25931,Hemidactylus mabouia,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,mabouia,Tropical House Gecko,species,http://inaturalist-open-data.s3.amazonaws.com/photos/25931/medium.jpg,biotrove_processed/images/25931.jpg,"Hemidactylus mabouia (Tropical House Gecko) - Gekkonidae, Order Squamata, Class Reptilia"
26099,Acanthocercus atricollis,Animalia,Chordata,Reptilia,Squamata,Agamidae,Acanthocercus,atricollis,Black-necked Agama,complex,http://inaturalist-open-data.s3.amazonaws.com/photos/26099/medium.jpg,biotrove_processed/images/26099.jpg,"Acanthocercus atricollis (Black-necked Agama) - Agamidae, Order Squamata, Class Reptilia"
26511,Diadophis punctatus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Diadophis,punctatus,Ringneck Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/26511/medium.jpg,biotrove_processed/images/26511.jpg,"Diadophis punctatus (Ringneck Snake) - Colubridae, Order Squamata, Class Reptilia"
26512,Diadophis punctatus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Diadophis,punctatus,Ringneck Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/26512/medium.jpg,biotrove_processed/images/26512.jpg,"Diadophis punctatus (Ringneck Snake) - Colubridae, Order Squamata, Class Reptilia"
26586,Plestiodon skiltonianus,Animalia,Chordata,Reptilia,Squamata,Scincidae,Plestiodon,skiltonianus,Western Skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/26586/medium.jpg,biotrove_processed/images/26586.jpg,"Plestiodon skiltonianus (Western Skink) - Scincidae, Order Squamata, Class Reptilia"
26587,Plestiodon skiltonianus,Animalia,Chordata,Reptilia,Squamata,Scincidae,Plestiodon,skiltonianus,Western Skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/26587/medium.jpg,biotrove_processed/images/26587.jpg,"Plestiodon skiltonianus (Western Skink) - Scincidae, Order Squamata, Class Reptilia"
26588,Contia tenuis,Animalia,Chordata,Reptilia,Squamata,Colubridae,Contia,tenuis,Sharp-tailed Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/26588/medium.jpg,biotrove_processed/images/26588.jpg,"Contia tenuis (Sharp-tailed Snake) - Colubridae, Order Squamata, Class Reptilia"
26589,Contia tenuis,Animalia,Chordata,Reptilia,Squamata,Colubridae,Contia,tenuis,Sharp-tailed Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/26589/medium.jpg,biotrove_processed/images/26589.jpg,"Contia tenuis (Sharp-tailed Snake) - Colubridae, Order Squamata, Class Reptilia"
27140,Sceloporus occidentalis,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,occidentalis,Western Fence Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/27140/medium.jpg,biotrove_processed/images/27140.jpg,"Sceloporus occidentalis (Western Fence Lizard) - Phrynosomatidae, Order Squamata, Class Reptilia"
27270,Coluber constrictor,Animalia,Chordata,Reptilia,Squamata,Colubridae,Coluber,constrictor,North American Racer,species,http://inaturalist-open-data.s3.amazonaws.com/photos/27270/medium.jpg,biotrove_processed/images/27270.jpg,"Coluber constrictor (North American Racer) - Colubridae, Order Squamata, Class Reptilia"
27273,Actinemys marmorata,Animalia,Chordata,Reptilia,Testudines,Emydidae,Actinemys,marmorata,Western Pond Turtle,species,http://inaturalist-open-data.s3.amazonaws.com/photos/27273/medium.jpg,biotrove_processed/images/27273.jpg,"Actinemys marmorata (Western Pond Turtle) - Emydidae, Order Testudines, Class Reptilia"
27666,Pituophis catenifer,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pituophis,catenifer,Gopher Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/27666/medium.JPG,biotrove_processed/images/27666.jpg,"Pituophis catenifer (Gopher Snake) - Colubridae, Order Squamata, Class Reptilia"
27668,Uta stansburiana,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Uta,stansburiana,Common Side-blotched Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/27668/medium.JPG,biotrove_processed/images/27668.jpg,"Uta stansburiana (Common Side-blotched Lizard) - Phrynosomatidae, Order Squamata, Class Reptilia"
27924,Sceloporus occidentalis,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,occidentalis,Western Fence Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/27924/medium.jpg,biotrove_processed/images/27924.jpg,"Sceloporus occidentalis (Western Fence Lizard) - Phrynosomatidae, Order Squamata, Class Reptilia"
27925,Sceloporus occidentalis,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,occidentalis,Western Fence Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/27925/medium.jpg,biotrove_processed/images/27925.jpg,"Sceloporus occidentalis (Western Fence Lizard) - Phrynosomatidae, Order Squamata, Class Reptilia"
64858,Lampropeltis triangulum,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,triangulum,Eastern Milksnake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/64858/medium.jpg,biotrove_processed/images/64858.jpg,"Lampropeltis triangulum (Eastern Milksnake) - Colubridae, Order Squamata, Class Reptilia"
64859,Lampropeltis triangulum,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,triangulum,Eastern Milksnake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/64859/medium.jpg,biotrove_processed/images/64859.jpg,"Lampropeltis triangulum (Eastern Milksnake) - Colubridae, Order Squamata, Class Reptilia"
28464,Diadophis punctatus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Diadophis,punctatus,Ringneck Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/28464/medium.JPG,biotrove_processed/images/28464.jpg,"Diadophis punctatus (Ringneck Snake) - Colubridae, Order Squamata, Class Reptilia"
28502,Terrapene carolina,Animalia,Chordata,Reptilia,Testudines,Emydidae,Terrapene,carolina,Common Box Turtle,species,http://inaturalist-open-data.s3.amazonaws.com/photos/28502/medium.JPG,biotrove_processed/images/28502.jpg,"Terrapene carolina (Common Box Turtle) - Emydidae, Order Testudines, Class Reptilia"
28511,Sceloporus occidentalis,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,occidentalis,Western Fence Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/28511/medium.jpg,biotrove_processed/images/28511.jpg,"Sceloporus occidentalis (Western Fence Lizard) - Phrynosomatidae, Order Squamata, Class Reptilia"
28696,Sceloporus occidentalis,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,occidentalis,Western Fence Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/28696/medium.jpg,biotrove_processed/images/28696.jpg,"Sceloporus occidentalis (Western Fence Lizard) - Phrynosomatidae, Order Squamata, Class Reptilia"
28735,Lampropeltis triangulum,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,triangulum,Eastern Milksnake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/28735/medium.JPG,biotrove_processed/images/28735.jpg,"Lampropeltis triangulum (Eastern Milksnake) - Colubridae, Order Squamata, Class Reptilia"
28738,Diadophis punctatus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Diadophis,punctatus,Ringneck Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/28738/medium.JPG,biotrove_processed/images/28738.jpg,"Diadophis punctatus (Ringneck Snake) - Colubridae, Order Squamata, Class Reptilia"
28742,Thamnophis sirtalis,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,Common Garter Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/28742/medium.JPG,biotrove_processed/images/28742.jpg,"Thamnophis sirtalis (Common Garter Snake) - Colubridae, Order Squamata, Class Reptilia"
29056,Elgaria coerulea,Animalia,Chordata,Reptilia,Squamata,Anguidae,Elgaria,coerulea,Northern Alligator Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/29056/medium.jpg,biotrove_processed/images/29056.jpg,"Elgaria coerulea (Northern Alligator Lizard) - Anguidae, Order Squamata, Class Reptilia"
28954,Elgaria coerulea,Animalia,Chordata,Reptilia,Squamata,Anguidae,Elgaria,coerulea,Northern Alligator Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/28954/medium.jpg,biotrove_processed/images/28954.jpg,"Elgaria coerulea (Northern Alligator Lizard) - Anguidae, Order Squamata, Class Reptilia"
29094,Sceloporus occidentalis,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,occidentalis,Western Fence Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/29094/medium.JPG,biotrove_processed/images/29094.jpg,"Sceloporus occidentalis (Western Fence Lizard) - Phrynosomatidae, Order Squamata, Class Reptilia"
29125,Anolis polylepis,Animalia,Chordata,Reptilia,Squamata,Anolidae,Anolis,polylepis,Many-scaled Anole,species,http://inaturalist-open-data.s3.amazonaws.com/photos/29125/medium.JPG,biotrove_processed/images/29125.jpg,"Anolis polylepis (Many-scaled Anole) - Anolidae, Order Squamata, Class Reptilia"
29130,Anolis polylepis,Animalia,Chordata,Reptilia,Squamata,Anolidae,Anolis,polylepis,Many-scaled Anole,species,http://inaturalist-open-data.s3.amazonaws.com/photos/29130/medium.JPG,biotrove_processed/images/29130.jpg,"Anolis polylepis (Many-scaled Anole) - Anolidae, Order Squamata, Class Reptilia"
29140,Anolis polylepis,Animalia,Chordata,Reptilia,Squamata,Anolidae,Anolis,polylepis,Many-scaled Anole,species,http://inaturalist-open-data.s3.amazonaws.com/photos/29140/medium.JPG,biotrove_processed/images/29140.jpg,"Anolis polylepis (Many-scaled Anole) - Anolidae, Order Squamata, Class Reptilia"
29143,Anolis polylepis,Animalia,Chordata,Reptilia,Squamata,Anolidae,Anolis,polylepis,Many-scaled Anole,species,http://inaturalist-open-data.s3.amazonaws.com/photos/29143/medium.JPG,biotrove_processed/images/29143.jpg,"Anolis polylepis (Many-scaled Anole) - Anolidae, Order Squamata, Class Reptilia"
29141,Bothrops asper,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,asper,Fer-de-lance,species,http://inaturalist-open-data.s3.amazonaws.com/photos/29141/medium.JPG,biotrove_processed/images/29141.jpg,"Bothrops asper (Fer-de-lance) - Viperidae, Order Squamata, Class Reptilia"
29145,Anolis polylepis,Animalia,Chordata,Reptilia,Squamata,Anolidae,Anolis,polylepis,Many-scaled Anole,species,http://inaturalist-open-data.s3.amazonaws.com/photos/29145/medium.JPG,biotrove_processed/images/29145.jpg,"Anolis polylepis (Many-scaled Anole) - Anolidae, Order Squamata, Class Reptilia"
29221,Gopherus polyphemus,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,polyphemus,Gopher Tortoise,species,http://inaturalist-open-data.s3.amazonaws.com/photos/29221/medium.jpg,biotrove_processed/images/29221.jpg,"Gopherus polyphemus (Gopher Tortoise) - Testudinidae, Order Testudines, Class Reptilia"
