photo_id,scientificName,kingdom,phylum,class,order,family,genus,species,common_name,taxonRank,photo_url
25744,Lygodactylus capensis,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Lygodactylus,capensis,Cape Dwarf Gecko,species,http://inaturalist-open-data.s3.amazonaws.com/photos/25744/medium.jpg
25768,Trachylepis margaritifera,Animalia,Chordata,Reptilia,Squamata,Scincidae,Trachylepis,margaritifera,Rainbow Mabuya,species,http://inaturalist-open-data.s3.amazonaws.com/photos/25768/medium.jpg
25885,Matobosaurus validus,Animalia,Chordata,Reptilia,Squamata,Gerrhosauridae,Matobosaurus,validus,Common Giant Plated Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/25885/medium.jpg
25893,Chamaeleo dilepis,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,dilepis,Flap-necked Chameleon,species,http://inaturalist-open-data.s3.amazonaws.com/photos/25893/medium.jpg
25911,Pelusios sinuatus,Animalia,Chordata,Reptilia,Testudines,Pelomedusidae,Pelusios,sinuatus,Serrated Hinged Terrapin,species,http://inaturalist-open-data.s3.amazonaws.com/photos/25911/medium.jpg
26326,Plestiodon skiltonianus,Animalia,Chordata,Reptilia,Squamata,Scincidae,Plestiodon,skiltonianus,Western Skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/26326/medium.JPG
27669,Plestiodon skiltonianus,Animalia,Chordata,Reptilia,Squamata,Scincidae,Plestiodon,skiltonianus,Western Skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/27669/medium.JPG
25927,Trachylepis striata,Animalia,Chordata,Reptilia,Squamata,Scincidae,Trachylepis,striata,African Striped Skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/25927/medium.jpg
25928,Trachylepis margaritifera,Animalia,Chordata,Reptilia,Squamata,Scincidae,Trachylepis,margaritifera,Rainbow Mabuya,species,http://inaturalist-open-data.s3.amazonaws.com/photos/25928/medium.jpg
25929,Broadleysaurus major,Animalia,Chordata,Reptilia,Squamata,Gerrhosauridae,Broadleysaurus,major,Sudan Plated Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/25929/medium.jpg
25931,Hemidactylus mabouia,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,mabouia,Tropical House Gecko,species,http://inaturalist-open-data.s3.amazonaws.com/photos/25931/medium.jpg
26099,Acanthocercus atricollis,Animalia,Chordata,Reptilia,Squamata,Agamidae,Acanthocercus,atricollis,Black-necked Agama,complex,http://inaturalist-open-data.s3.amazonaws.com/photos/26099/medium.jpg
26511,Diadophis punctatus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Diadophis,punctatus,Ringneck Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/26511/medium.jpg
26512,Diadophis punctatus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Diadophis,punctatus,Ringneck Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/26512/medium.jpg
26586,Plestiodon skiltonianus,Animalia,Chordata,Reptilia,Squamata,Scincidae,Plestiodon,skiltonianus,Western Skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/26586/medium.jpg
26587,Plestiodon skiltonianus,Animalia,Chordata,Reptilia,Squamata,Scincidae,Plestiodon,skiltonianus,Western Skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/26587/medium.jpg
26588,Contia tenuis,Animalia,Chordata,Reptilia,Squamata,Colubridae,Contia,tenuis,Sharp-tailed Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/26588/medium.jpg
26589,Contia tenuis,Animalia,Chordata,Reptilia,Squamata,Colubridae,Contia,tenuis,Sharp-tailed Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/26589/medium.jpg
27140,Sceloporus occidentalis,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,occidentalis,Western Fence Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/27140/medium.jpg
27270,Coluber constrictor,Animalia,Chordata,Reptilia,Squamata,Colubridae,Coluber,constrictor,North American Racer,species,http://inaturalist-open-data.s3.amazonaws.com/photos/27270/medium.jpg
27273,Actinemys marmorata,Animalia,Chordata,Reptilia,Testudines,Emydidae,Actinemys,marmorata,Western Pond Turtle,species,http://inaturalist-open-data.s3.amazonaws.com/photos/27273/medium.jpg
27666,Pituophis catenifer,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pituophis,catenifer,Gopher Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/27666/medium.JPG
27668,Uta stansburiana,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Uta,stansburiana,Common Side-blotched Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/27668/medium.JPG
27924,Sceloporus occidentalis,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,occidentalis,Western Fence Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/27924/medium.jpg
27925,Sceloporus occidentalis,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,occidentalis,Western Fence Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/27925/medium.jpg
64858,Lampropeltis triangulum,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,triangulum,Eastern Milksnake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/64858/medium.jpg
64859,Lampropeltis triangulum,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,triangulum,Eastern Milksnake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/64859/medium.jpg
28464,Diadophis punctatus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Diadophis,punctatus,Ringneck Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/28464/medium.JPG
28502,Terrapene carolina,Animalia,Chordata,Reptilia,Testudines,Emydidae,Terrapene,carolina,Common Box Turtle,species,http://inaturalist-open-data.s3.amazonaws.com/photos/28502/medium.JPG
28511,Sceloporus occidentalis,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,occidentalis,Western Fence Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/28511/medium.jpg
28696,Sceloporus occidentalis,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,occidentalis,Western Fence Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/28696/medium.jpg
28735,Lampropeltis triangulum,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,triangulum,Eastern Milksnake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/28735/medium.JPG
28738,Diadophis punctatus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Diadophis,punctatus,Ringneck Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/28738/medium.JPG
28742,Thamnophis sirtalis,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,Common Garter Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/28742/medium.JPG
29056,Elgaria coerulea,Animalia,Chordata,Reptilia,Squamata,Anguidae,Elgaria,coerulea,Northern Alligator Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/29056/medium.jpg
28954,Elgaria coerulea,Animalia,Chordata,Reptilia,Squamata,Anguidae,Elgaria,coerulea,Northern Alligator Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/28954/medium.jpg
29094,Sceloporus occidentalis,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,occidentalis,Western Fence Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/29094/medium.JPG
29125,Anolis polylepis,Animalia,Chordata,Reptilia,Squamata,Anolidae,Anolis,polylepis,Many-scaled Anole,species,http://inaturalist-open-data.s3.amazonaws.com/photos/29125/medium.JPG
29130,Anolis polylepis,Animalia,Chordata,Reptilia,Squamata,Anolidae,Anolis,polylepis,Many-scaled Anole,species,http://inaturalist-open-data.s3.amazonaws.com/photos/29130/medium.JPG
29140,Anolis polylepis,Animalia,Chordata,Reptilia,Squamata,Anolidae,Anolis,polylepis,Many-scaled Anole,species,http://inaturalist-open-data.s3.amazonaws.com/photos/29140/medium.JPG
29143,Anolis polylepis,Animalia,Chordata,Reptilia,Squamata,Anolidae,Anolis,polylepis,Many-scaled Anole,species,http://inaturalist-open-data.s3.amazonaws.com/photos/29143/medium.JPG
29141,Bothrops asper,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,asper,Fer-de-lance,species,http://inaturalist-open-data.s3.amazonaws.com/photos/29141/medium.JPG
29145,Anolis polylepis,Animalia,Chordata,Reptilia,Squamata,Anolidae,Anolis,polylepis,Many-scaled Anole,species,http://inaturalist-open-data.s3.amazonaws.com/photos/29145/medium.JPG
29221,Gopherus polyphemus,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,polyphemus,Gopher Tortoise,species,http://inaturalist-open-data.s3.amazonaws.com/photos/29221/medium.jpg
29528,Thamnophis elegans,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,elegans,Western Terrestrial Garter Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/29528/medium.JPG
29529,Thamnophis elegans,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,elegans,Western Terrestrial Garter Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/29529/medium.JPG
29707,Zootoca vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Zootoca,vivipara,Viviparous Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/29707/medium.jpg
29802,Python natalensis,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,natalensis,Southern African Python,species,http://inaturalist-open-data.s3.amazonaws.com/photos/29802/medium.jpg
29803,Python natalensis,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,natalensis,Southern African Python,species,http://inaturalist-open-data.s3.amazonaws.com/photos/29803/medium.jpg
29920,Anolis pogus,Animalia,Chordata,Reptilia,Squamata,Anolidae,Anolis,pogus,bearded anole,species,http://inaturalist-open-data.s3.amazonaws.com/photos/29920/medium.jpg
30083,Bitis arietans,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bitis,arietans,Puff Adder,species,http://inaturalist-open-data.s3.amazonaws.com/photos/30083/medium.jpg
30120,Heliobolus lugubris,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Heliobolus,lugubris,Bushveld Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/30120/medium.jpg
30157,Stigmochelys pardalis,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Stigmochelys,pardalis,Leopard Tortoise,species,http://inaturalist-open-data.s3.amazonaws.com/photos/30157/medium.jpg
30595,Phrynosoma blainvillii,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Phrynosoma,blainvillii,Coast Horned Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/30595/medium.jpg
30594,Phrynosoma blainvillii,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Phrynosoma,blainvillii,Coast Horned Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/30594/medium.jpg
30596,Phrynosoma blainvillii,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Phrynosoma,blainvillii,Coast Horned Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/30596/medium.jpg
30566,Aspidoscelis tigris,Animalia,Chordata,Reptilia,Squamata,Teiidae,Aspidoscelis,tigris,Western Whiptail,species,http://inaturalist-open-data.s3.amazonaws.com/photos/30566/medium.jpg
30567,Aspidoscelis tigris,Animalia,Chordata,Reptilia,Squamata,Teiidae,Aspidoscelis,tigris,Western Whiptail,species,http://inaturalist-open-data.s3.amazonaws.com/photos/30567/medium.jpg
30914,Phrynosoma blainvillii,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Phrynosoma,blainvillii,Coast Horned Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/30914/medium.jpg
31081,Chamaeleo dilepis,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,dilepis,Flap-necked Chameleon,species,http://inaturalist-open-data.s3.amazonaws.com/photos/31081/medium.jpg
31082,Crocodylus niloticus,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus,niloticus,Nile Crocodile,species,http://inaturalist-open-data.s3.amazonaws.com/photos/31082/medium.jpg
31083,Crocodylus niloticus,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus,niloticus,Nile Crocodile,species,http://inaturalist-open-data.s3.amazonaws.com/photos/31083/medium.jpg
31084,Crocodylus niloticus,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus,niloticus,Nile Crocodile,species,http://inaturalist-open-data.s3.amazonaws.com/photos/31084/medium.jpg
31089,Varanus niloticus,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,niloticus,Nile Monitor,species,http://inaturalist-open-data.s3.amazonaws.com/photos/31089/medium.jpg
31348,Pituophis catenifer,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pituophis,catenifer,Gopher Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/31348/medium.jpg
31442,Contia tenuis,Animalia,Chordata,Reptilia,Squamata,Colubridae,Contia,tenuis,Sharp-tailed Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/31442/medium.jpg
31780,Pituophis catenifer,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pituophis,catenifer,Gopher Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/31780/medium.jpg
31781,Pituophis catenifer,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pituophis,catenifer,Gopher Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/31781/medium.jpg
31867,Crocodylus niloticus,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus,niloticus,Nile Crocodile,species,http://inaturalist-open-data.s3.amazonaws.com/photos/31867/medium.jpg
32089,Crocodylus niloticus,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus,niloticus,Nile Crocodile,species,http://inaturalist-open-data.s3.amazonaws.com/photos/32089/medium.jpg
32090,Crocodylus niloticus,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus,niloticus,Nile Crocodile,species,http://inaturalist-open-data.s3.amazonaws.com/photos/32090/medium.jpg
32136,Pseudemys rubriventris,Animalia,Chordata,Reptilia,Testudines,Emydidae,Pseudemys,rubriventris,Northern Red-bellied Cooter,species,http://inaturalist-open-data.s3.amazonaws.com/photos/32136/medium.jpg
32137,Pseudemys rubriventris,Animalia,Chordata,Reptilia,Testudines,Emydidae,Pseudemys,rubriventris,Northern Red-bellied Cooter,species,http://inaturalist-open-data.s3.amazonaws.com/photos/32137/medium.jpg
32763,Thamnophis radix,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,radix,Plains Garter Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/32763/medium.jpg
33035,Anolis carolinensis,Animalia,Chordata,Reptilia,Squamata,Anolidae,Anolis,carolinensis,Green Anole,species,http://inaturalist-open-data.s3.amazonaws.com/photos/33035/medium.jpg
33079,Sceloporus occidentalis,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,occidentalis,Western Fence Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/33079/medium.jpg
33154,Acanthocercus gregorii,Animalia,Chordata,Reptilia,Squamata,Agamidae,Acanthocercus,gregorii,Gregory's Blue-headed Agama,species,http://inaturalist-open-data.s3.amazonaws.com/photos/33154/medium.jpg
33342,Thamnophis radix,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,radix,Plains Garter Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/33342/medium.jpg
33526,Chelonia mydas,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia,mydas,Green Turtle,species,http://inaturalist-open-data.s3.amazonaws.com/photos/33526/medium.jpg
33527,Chelonia mydas,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia,mydas,Green Turtle,species,http://inaturalist-open-data.s3.amazonaws.com/photos/33527/medium.jpg
33784,Sceloporus occidentalis,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,occidentalis,Western Fence Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/33784/medium.jpg
33850,Diadophis punctatus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Diadophis,punctatus,Ringneck Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/33850/medium.JPG
33851,Diadophis punctatus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Diadophis,punctatus,Ringneck Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/33851/medium.JPG
33852,Anolis carolinensis,Animalia,Chordata,Reptilia,Squamata,Anolidae,Anolis,carolinensis,Green Anole,species,http://inaturalist-open-data.s3.amazonaws.com/photos/33852/medium.JPG
33859,Anolis carolinensis,Animalia,Chordata,Reptilia,Squamata,Anolidae,Anolis,carolinensis,Green Anole,species,http://inaturalist-open-data.s3.amazonaws.com/photos/33859/medium.JPG
33892,Carphophis amoenus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Carphophis,amoenus,Eastern Worm Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/33892/medium.jpg
33893,Carphophis amoenus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Carphophis,amoenus,Eastern Worm Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/33893/medium.jpg
34160,Thamnophis elegans,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,elegans,Western Terrestrial Garter Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/34160/medium.jpg
41047,Phelsuma laticauda,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,laticauda,Gold Dust Day Gecko,species,http://inaturalist-open-data.s3.amazonaws.com/photos/41047/medium.jpg
34492,Thamnophis elegans,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,elegans,Western Terrestrial Garter Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/34492/medium.jpg
34507,Dipsosaurus dorsalis,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Dipsosaurus,dorsalis,Desert Iguana,species,http://inaturalist-open-data.s3.amazonaws.com/photos/34507/medium.jpg
34546,Elgaria coerulea,Animalia,Chordata,Reptilia,Squamata,Anguidae,Elgaria,coerulea,Northern Alligator Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/34546/medium.jpg
34609,Aspidoscelis cozumela,Animalia,Chordata,Reptilia,Squamata,Teiidae,Aspidoscelis,cozumela,Cozumel Racerunner,species,http://inaturalist-open-data.s3.amazonaws.com/photos/34609/medium.jpg
34613,Crocodylus acutus,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus,acutus,American Crocodile,species,http://inaturalist-open-data.s3.amazonaws.com/photos/34613/medium.jpg
34627,Heosemys spinosa,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Heosemys,spinosa,Spiny Terrapin,species,http://inaturalist-open-data.s3.amazonaws.com/photos/34627/medium.jpg
34666,Callisaurus draconoides,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Callisaurus,draconoides,Zebra-tailed Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/34666/medium.jpg
