photo_id,scientificName,photo_url,split
354487952,Mastigodryas boddaerti,http://inaturalist-open-data.s3.amazonaws.com/photos/354487952/medium.jpeg,val
356012273,Agama lionotus,http://inaturalist-open-data.s3.amazonaws.com/photos/356012273/medium.jpeg,train
358097484,Cemophora coccinea,http://inaturalist-open-data.s3.amazonaws.com/photos/358097484/medium.jpg,train
356896605,Cyrtopodion scabrum,http://inaturalist-open-data.s3.amazonaws.com/photos/356896605/medium.jpeg,train
358164298,Liodytes rigida,http://inaturalist-open-data.s3.amazonaws.com/photos/358164298/medium.jpg,test
356779499,Cemophora coccinea,http://inaturalist-open-data.s3.amazonaws.com/photos/356779499/medium.jpg,train
355746632,Anolis auratus,http://inaturalist-open-data.s3.amazonaws.com/photos/355746632/medium.jpeg,test
357017469,Philodryas patagoniensis,http://inaturalist-open-data.s3.amazonaws.com/photos/357017469/medium.jpeg,train
354693361,Kinosternon sonoriense,http://inaturalist-open-data.s3.amazonaws.com/photos/354693361/medium.jpg,train
359003369,Oligosoma aeneum,http://inaturalist-open-data.s3.amazonaws.com/photos/359003369/medium.jpeg,train
354171649,Thecadactylus solimoensis,http://inaturalist-open-data.s3.amazonaws.com/photos/354171649/medium.jpg,train
356225123,Kinixys spekii,http://inaturalist-open-data.s3.amazonaws.com/photos/356225123/medium.jpg,test
355944472,Farancia abacura,http://inaturalist-open-data.s3.amazonaws.com/photos/355944472/medium.jpg,train
357625710,Scincella cherriei,http://inaturalist-open-data.s3.amazonaws.com/photos/357625710/medium.jpeg,train
356737664,Laudakia vulgaris,http://inaturalist-open-data.s3.amazonaws.com/photos/356737664/medium.jpeg,train
357818155,Philodryas olfersii,http://inaturalist-open-data.s3.amazonaws.com/photos/357818155/medium.jpeg,train
357475520,Anolis cupreus,http://inaturalist-open-data.s3.amazonaws.com/photos/357475520/medium.jpg,test
356084298,Oxybelis koehleri,http://inaturalist-open-data.s3.amazonaws.com/photos/356084298/medium.jpeg,train
354711549,Anolis heterodermus,http://inaturalist-open-data.s3.amazonaws.com/photos/354711549/medium.jpg,train
358415348,Tantilla coronata,http://inaturalist-open-data.s3.amazonaws.com/photos/358415348/medium.jpeg,train
355286799,Farancia abacura,http://inaturalist-open-data.s3.amazonaws.com/photos/355286799/medium.jpg,train
355585054,Demansia psammophis,http://inaturalist-open-data.s3.amazonaws.com/photos/355585054/medium.jpeg,train
355944857,Crocodylus suchus,http://inaturalist-open-data.s3.amazonaws.com/photos/355944857/medium.jpeg,train
357793008,Sonora semiannulata,http://inaturalist-open-data.s3.amazonaws.com/photos/357793008/medium.jpg,val
356209678,Eulamprus heatwolei,http://inaturalist-open-data.s3.amazonaws.com/photos/356209678/medium.jpeg,test
356474661,Gekko monarchus,http://inaturalist-open-data.s3.amazonaws.com/photos/356474661/medium.jpeg,train
358654916,Cemophora coccinea,http://inaturalist-open-data.s3.amazonaws.com/photos/358654916/medium.jpg,train
355665776,Trimorphodon tau,http://inaturalist-open-data.s3.amazonaws.com/photos/355665776/medium.jpeg,train
356873520,Anolis evermanni,http://inaturalist-open-data.s3.amazonaws.com/photos/356873520/medium.jpg,train
355585095,Demansia psammophis,http://inaturalist-open-data.s3.amazonaws.com/photos/355585095/medium.jpeg,train
357008623,Plestiodon tetragrammus,http://inaturalist-open-data.s3.amazonaws.com/photos/357008623/medium.jpg,train
355385525,Microlophus albemarlensis,http://inaturalist-open-data.s3.amazonaws.com/photos/355385525/medium.jpg,val
357873280,Chamaeleo zeylanicus,http://inaturalist-open-data.s3.amazonaws.com/photos/357873280/medium.jpeg,train
354226272,Varanus mertensi,http://inaturalist-open-data.s3.amazonaws.com/photos/354226272/medium.jpg,test
357760139,Microlophus indefatigabilis,http://inaturalist-open-data.s3.amazonaws.com/photos/357760139/medium.jpeg,train
358972142,Ophiophagus hannah,http://inaturalist-open-data.s3.amazonaws.com/photos/358972142/medium.jpg,train
357199576,Dispholidus typus,http://inaturalist-open-data.s3.amazonaws.com/photos/357199576/medium.jpg,train
356898864,Anolis mariarum,http://inaturalist-open-data.s3.amazonaws.com/photos/356898864/medium.jpg,train
357401180,Draco melanopogon,http://inaturalist-open-data.s3.amazonaws.com/photos/357401180/medium.jpg,train
357990565,Gekko monarchus,http://inaturalist-open-data.s3.amazonaws.com/photos/357990565/medium.jpeg,train
355062507,Porthidium nasutum,http://inaturalist-open-data.s3.amazonaws.com/photos/355062507/medium.jpeg,train
357399109,Thamnophis atratus,http://inaturalist-open-data.s3.amazonaws.com/photos/357399109/medium.jpeg,train
354900930,Laticauda saintgironsi,http://inaturalist-open-data.s3.amazonaws.com/photos/354900930/medium.jpeg,train
358991091,Tropicagama temporalis,http://inaturalist-open-data.s3.amazonaws.com/photos/358991091/medium.jpeg,val
357573122,Anolis polylepis,http://inaturalist-open-data.s3.amazonaws.com/photos/357573122/medium.jpg,train
358694509,Phyllurus platurus,http://inaturalist-open-data.s3.amazonaws.com/photos/358694509/medium.jpeg,train
355213986,Plica plica,http://inaturalist-open-data.s3.amazonaws.com/photos/355213986/medium.jpeg,train
354601438,Hemiaspis signata,http://inaturalist-open-data.s3.amazonaws.com/photos/354601438/medium.jpg,train
358355545,Corallus ruschenbergerii,http://inaturalist-open-data.s3.amazonaws.com/photos/358355545/medium.jpeg,val
354299587,Oligosoma aeneum,http://inaturalist-open-data.s3.amazonaws.com/photos/354299587/medium.jpg,train
354664390,Furcifer oustaleti,http://inaturalist-open-data.s3.amazonaws.com/photos/354664390/medium.jpg,train
354273832,Ctenosaura hemilopha,http://inaturalist-open-data.s3.amazonaws.com/photos/354273832/medium.jpeg,train
356417522,Silvascincus murrayi,http://inaturalist-open-data.s3.amazonaws.com/photos/356417522/medium.jpeg,train
357069807,Psammodromus edwarsianus,http://inaturalist-open-data.s3.amazonaws.com/photos/357069807/medium.jpeg,train
354374056,Anolis heterodermus,http://inaturalist-open-data.s3.amazonaws.com/photos/354374056/medium.jpeg,test
357510809,Lepidophyma flavimaculatum,http://inaturalist-open-data.s3.amazonaws.com/photos/357510809/medium.jpg,train
354287922,Plica plica,http://inaturalist-open-data.s3.amazonaws.com/photos/354287922/medium.jpg,test
358270655,Anolis polylepis,http://inaturalist-open-data.s3.amazonaws.com/photos/358270655/medium.jpeg,train
355538077,Eulamprus heatwolei,http://inaturalist-open-data.s3.amazonaws.com/photos/355538077/medium.jpeg,val
355013932,Varanus mertensi,http://inaturalist-open-data.s3.amazonaws.com/photos/355013932/medium.jpg,train
355585009,Demansia psammophis,http://inaturalist-open-data.s3.amazonaws.com/photos/355585009/medium.jpeg,train
355799302,Anolis polylepis,http://inaturalist-open-data.s3.amazonaws.com/photos/355799302/medium.jpg,test
358566511,Cyrtopodion scabrum,http://inaturalist-open-data.s3.amazonaws.com/photos/358566511/medium.jpg,train
354288645,Plica plica,http://inaturalist-open-data.s3.amazonaws.com/photos/354288645/medium.jpg,train
357764561,Craspedocephalus gramineus,http://inaturalist-open-data.s3.amazonaws.com/photos/357764561/medium.jpeg,train
356994663,Liodytes alleni,http://inaturalist-open-data.s3.amazonaws.com/photos/356994663/medium.jpeg,train
355565987,Ctenophorus slateri,http://inaturalist-open-data.s3.amazonaws.com/photos/355565987/medium.jpeg,test
355234254,Holcosus quadrilineatus,http://inaturalist-open-data.s3.amazonaws.com/photos/355234254/medium.jpeg,train
355183515,Egernia striolata,http://inaturalist-open-data.s3.amazonaws.com/photos/355183515/medium.jpeg,train
355489841,Bronchocela jubata,http://inaturalist-open-data.s3.amazonaws.com/photos/355489841/medium.jpeg,train
356376261,Phrynonax poecilonotus,http://inaturalist-open-data.s3.amazonaws.com/photos/356376261/medium.jpg,train
354348476,Hemiaspis signata,http://inaturalist-open-data.s3.amazonaws.com/photos/354348476/medium.jpg,train
355476319,Philodryas olfersii,http://inaturalist-open-data.s3.amazonaws.com/photos/355476319/medium.jpeg,train
358988740,Draco melanopogon,http://inaturalist-open-data.s3.amazonaws.com/photos/358988740/medium.jpeg,train
356896594,Cyrtopodion scabrum,http://inaturalist-open-data.s3.amazonaws.com/photos/356896594/medium.jpeg,train
356832740,Dipsas catesbyi,http://inaturalist-open-data.s3.amazonaws.com/photos/356832740/medium.jpeg,train
355465959,Dendrelaphis caudolineatus,http://inaturalist-open-data.s3.amazonaws.com/photos/355465959/medium.jpeg,train
357609040,Lampropeltis elapsoides,http://inaturalist-open-data.s3.amazonaws.com/photos/357609040/medium.jpeg,test
356694198,Calotes calotes,http://inaturalist-open-data.s3.amazonaws.com/photos/356694198/medium.jpeg,train
355239904,Dispholidus typus,http://inaturalist-open-data.s3.amazonaws.com/photos/355239904/medium.jpg,test
358803944,Kinosternon flavescens,http://inaturalist-open-data.s3.amazonaws.com/photos/358803944/medium.jpg,train
354718116,Hemiergis decresiensis,http://inaturalist-open-data.s3.amazonaws.com/photos/354718116/medium.jpeg,train
354931382,Lampropeltis elapsoides,http://inaturalist-open-data.s3.amazonaws.com/photos/354931382/medium.jpg,train
358213146,Basiliscus galeritus,http://inaturalist-open-data.s3.amazonaws.com/photos/358213146/medium.jpg,val
355239628,Dispholidus typus,http://inaturalist-open-data.s3.amazonaws.com/photos/355239628/medium.jpg,train
355552312,Kentropyx calcarata,http://inaturalist-open-data.s3.amazonaws.com/photos/355552312/medium.jpeg,train
358890184,Agama agama,http://inaturalist-open-data.s3.amazonaws.com/photos/358890184/medium.jpeg,val
354723294,Varanus mertensi,http://inaturalist-open-data.s3.amazonaws.com/photos/354723294/medium.jpg,train
357853964,Sceloporus woodi,http://inaturalist-open-data.s3.amazonaws.com/photos/357853964/medium.jpg,train
357227934,Varanus salvator,http://inaturalist-open-data.s3.amazonaws.com/photos/357227934/medium.jpg,train
354506256,Gehyra dubia,http://inaturalist-open-data.s3.amazonaws.com/photos/354506256/medium.jpeg,train
358932225,Amphiesma stolatum,http://inaturalist-open-data.s3.amazonaws.com/photos/358932225/medium.jpg,train
356353959,Plestiodon tetragrammus,http://inaturalist-open-data.s3.amazonaws.com/photos/356353959/medium.jpeg,train
354772628,Blanus cinereus,http://inaturalist-open-data.s3.amazonaws.com/photos/354772628/medium.jpeg,train
356671196,Liolaemus lemniscatus,http://inaturalist-open-data.s3.amazonaws.com/photos/356671196/medium.jpeg,train
357444553,Pedioplanis inornata,http://inaturalist-open-data.s3.amazonaws.com/photos/357444553/medium.jpeg,train
358109650,Leptodeira rhombifera,http://inaturalist-open-data.s3.amazonaws.com/photos/358109650/medium.jpeg,train
357990658,Gekko monarchus,http://inaturalist-open-data.s3.amazonaws.com/photos/357990658/medium.jpeg,train
354917441,Chelodina oblonga,http://inaturalist-open-data.s3.amazonaws.com/photos/354917441/medium.jpg,val
358750097,Boiga kraepelini,http://inaturalist-open-data.s3.amazonaws.com/photos/358750097/medium.jpg,test
355748437,Holbrookia propinqua,http://inaturalist-open-data.s3.amazonaws.com/photos/355748437/medium.jpg,train
354488568,Pseudoboa neuwiedii,http://inaturalist-open-data.s3.amazonaws.com/photos/354488568/medium.jpeg,test
359021366,Varanus salvator,http://inaturalist-open-data.s3.amazonaws.com/photos/359021366/medium.jpg,train
355963477,Sceloporus woodi,http://inaturalist-open-data.s3.amazonaws.com/photos/355963477/medium.jpeg,train
358947440,Xenodon dorbignyi,http://inaturalist-open-data.s3.amazonaws.com/photos/358947440/medium.jpg,train
356677638,Deirochelys reticularia,http://inaturalist-open-data.s3.amazonaws.com/photos/356677638/medium.jpg,train
354767690,Holcosus quadrilineatus,http://inaturalist-open-data.s3.amazonaws.com/photos/354767690/medium.jpg,train
357140345,Furcifer oustaleti,http://inaturalist-open-data.s3.amazonaws.com/photos/357140345/medium.jpg,test
358217002,Philodryas olfersii,http://inaturalist-open-data.s3.amazonaws.com/photos/358217002/medium.jpg,train
355225123,Simalia kinghorni,http://inaturalist-open-data.s3.amazonaws.com/photos/355225123/medium.jpeg,val
355439437,Antaresia childreni,http://inaturalist-open-data.s3.amazonaws.com/photos/355439437/medium.jpg,val
355909988,Aspidoscelis deppii,http://inaturalist-open-data.s3.amazonaws.com/photos/355909988/medium.jpg,train
359066029,Oxybelis koehleri,http://inaturalist-open-data.s3.amazonaws.com/photos/359066029/medium.jpeg,train
355364874,Heloderma horridum,http://inaturalist-open-data.s3.amazonaws.com/photos/355364874/medium.jpeg,test
356471035,Cyclodomorphus gerrardii,http://inaturalist-open-data.s3.amazonaws.com/photos/356471035/medium.jpg,train
356023051,Craspedocephalus gramineus,http://inaturalist-open-data.s3.amazonaws.com/photos/356023051/medium.jpeg,train
354144354,Gerrhosaurus flavigularis,http://inaturalist-open-data.s3.amazonaws.com/photos/354144354/medium.jpeg,val
354414497,Ninia sebae,http://inaturalist-open-data.s3.amazonaws.com/photos/354414497/medium.jpg,train
358750110,Boiga kraepelini,http://inaturalist-open-data.s3.amazonaws.com/photos/358750110/medium.jpg,train
359001039,Hemiergis peronii,http://inaturalist-open-data.s3.amazonaws.com/photos/359001039/medium.jpg,train
357350758,Anolis krugi,http://inaturalist-open-data.s3.amazonaws.com/photos/357350758/medium.jpg,train
355645469,Antaresia childreni,http://inaturalist-open-data.s3.amazonaws.com/photos/355645469/medium.jpeg,train
357538780,Micrurus diastema,http://inaturalist-open-data.s3.amazonaws.com/photos/357538780/medium.jpeg,train
356710733,Egernia saxatilis,http://inaturalist-open-data.s3.amazonaws.com/photos/356710733/medium.jpg,train
357678838,Simalia kinghorni,http://inaturalist-open-data.s3.amazonaws.com/photos/357678838/medium.jpeg,test
357792248,Plica plica,http://inaturalist-open-data.s3.amazonaws.com/photos/357792248/medium.jpeg,train
355387655,Hemiergis decresiensis,http://inaturalist-open-data.s3.amazonaws.com/photos/355387655/medium.jpg,train
356798397,Dipsas catesbyi,http://inaturalist-open-data.s3.amazonaws.com/photos/356798397/medium.jpeg,train
355365441,Gerrhonotus infernalis,http://inaturalist-open-data.s3.amazonaws.com/photos/355365441/medium.jpeg,test
358542384,Rhinoclemmys areolata,http://inaturalist-open-data.s3.amazonaws.com/photos/358542384/medium.jpg,train
357510860,Lepidophyma flavimaculatum,http://inaturalist-open-data.s3.amazonaws.com/photos/357510860/medium.jpg,train
359021002,Lophosaurus boydii,http://inaturalist-open-data.s3.amazonaws.com/photos/359021002/medium.jpeg,train
356725951,Anniella pulchra,http://inaturalist-open-data.s3.amazonaws.com/photos/356725951/medium.jpg,test
357339775,Storeria victa,http://inaturalist-open-data.s3.amazonaws.com/photos/357339775/medium.jpg,train
357216514,Trimeresurus macrops,http://inaturalist-open-data.s3.amazonaws.com/photos/357216514/medium.jpg,train
358062625,Agama agama,http://inaturalist-open-data.s3.amazonaws.com/photos/358062625/medium.jpeg,train
354835893,Salvadora grahamiae,http://inaturalist-open-data.s3.amazonaws.com/photos/354835893/medium.jpg,train
356894324,Lampropeltis abnorma,http://inaturalist-open-data.s3.amazonaws.com/photos/356894324/medium.jpeg,train
354749832,Physignathus cocincinus,http://inaturalist-open-data.s3.amazonaws.com/photos/354749832/medium.jpeg,train
356174205,Anolis stratulus,http://inaturalist-open-data.s3.amazonaws.com/photos/356174205/medium.jpg,train
356184055,Basiliscus galeritus,http://inaturalist-open-data.s3.amazonaws.com/photos/356184055/medium.jpg,train
355387690,Hemiergis decresiensis,http://inaturalist-open-data.s3.amazonaws.com/photos/355387690/medium.jpg,train
356392533,Tantilla melanocephala,http://inaturalist-open-data.s3.amazonaws.com/photos/356392533/medium.jpg,train
356591575,Carphophis vermis,http://inaturalist-open-data.s3.amazonaws.com/photos/356591575/medium.jpg,train
356373431,Galvarinus chilensis,http://inaturalist-open-data.s3.amazonaws.com/photos/356373431/medium.jpg,train
357854814,Hemiaspis signata,http://inaturalist-open-data.s3.amazonaws.com/photos/357854814/medium.jpeg,train
356165776,Ctenophorus modestus,http://inaturalist-open-data.s3.amazonaws.com/photos/356165776/medium.jpg,val
357663707,Rankinia diemensis,http://inaturalist-open-data.s3.amazonaws.com/photos/357663707/medium.jpeg,train
354717184,Phoenicolacerta laevis,http://inaturalist-open-data.s3.amazonaws.com/photos/354717184/medium.jpeg,val
357614957,Eulamprus heatwolei,http://inaturalist-open-data.s3.amazonaws.com/photos/357614957/medium.jpeg,train
359030905,Underwoodisaurus milii,http://inaturalist-open-data.s3.amazonaws.com/photos/359030905/medium.jpg,train
357646743,Antaresia childreni,http://inaturalist-open-data.s3.amazonaws.com/photos/357646743/medium.jpeg,train
354207779,Blanus cinereus,http://inaturalist-open-data.s3.amazonaws.com/photos/354207779/medium.jpeg,train
356980384,Pantherophis ramspotti,http://inaturalist-open-data.s3.amazonaws.com/photos/356980384/medium.jpeg,train
354944716,Underwoodisaurus milii,http://inaturalist-open-data.s3.amazonaws.com/photos/354944716/medium.jpeg,train
357693996,Fowlea flavipunctata,http://inaturalist-open-data.s3.amazonaws.com/photos/357693996/medium.jpg,train
355019896,Holcosus quadrilineatus,http://inaturalist-open-data.s3.amazonaws.com/photos/355019896/medium.jpeg,train
355699123,Oligosoma maccanni,http://inaturalist-open-data.s3.amazonaws.com/photos/355699123/medium.jpg,train
358400196,Rankinia diemensis,http://inaturalist-open-data.s3.amazonaws.com/photos/358400196/medium.jpg,train
354673271,Varanus komodoensis,http://inaturalist-open-data.s3.amazonaws.com/photos/354673271/medium.jpg,train
354776134,Anolis stratulus,http://inaturalist-open-data.s3.amazonaws.com/photos/354776134/medium.jpg,train
356615632,Ctenosaura acanthura,http://inaturalist-open-data.s3.amazonaws.com/photos/356615632/medium.jpeg,train
354133135,Gonatodes humeralis,http://inaturalist-open-data.s3.amazonaws.com/photos/354133135/medium.jpg,val
358504781,Lycodon ruhstrati,http://inaturalist-open-data.s3.amazonaws.com/photos/358504781/medium.jpeg,train
357819233,Demansia psammophis,http://inaturalist-open-data.s3.amazonaws.com/photos/357819233/medium.jpg,train
356661812,Ctenophorus modestus,http://inaturalist-open-data.s3.amazonaws.com/photos/356661812/medium.jpeg,train
358989847,Matobosaurus validus,http://inaturalist-open-data.s3.amazonaws.com/photos/358989847/medium.jpeg,train
355523881,Dendrelaphis caudolineatus,http://inaturalist-open-data.s3.amazonaws.com/photos/355523881/medium.jpeg,train
357530973,Anniella stebbinsi,http://inaturalist-open-data.s3.amazonaws.com/photos/357530973/medium.jpeg,val
357693849,Coelognathus radiatus,http://inaturalist-open-data.s3.amazonaws.com/photos/357693849/medium.jpg,train
358296167,Philodryas patagoniensis,http://inaturalist-open-data.s3.amazonaws.com/photos/358296167/medium.jpeg,train
357943391,Oxybelis brevirostris,http://inaturalist-open-data.s3.amazonaws.com/photos/357943391/medium.jpeg,train
357192129,Laudakia vulgaris,http://inaturalist-open-data.s3.amazonaws.com/photos/357192129/medium.jpeg,train
358686539,Hemiaspis signata,http://inaturalist-open-data.s3.amazonaws.com/photos/358686539/medium.jpeg,test
355228356,Amphisbaena darwinii,http://inaturalist-open-data.s3.amazonaws.com/photos/355228356/medium.jpeg,train
355129091,Pseudoboa neuwiedii,http://inaturalist-open-data.s3.amazonaws.com/photos/355129091/medium.jpg,train
355411471,Python natalensis,http://inaturalist-open-data.s3.amazonaws.com/photos/355411471/medium.jpeg,test
354217005,Phrynops geoffroanus,http://inaturalist-open-data.s3.amazonaws.com/photos/354217005/medium.jpeg,train
356726006,Anniella pulchra,http://inaturalist-open-data.s3.amazonaws.com/photos/356726006/medium.jpg,train
358069267,Pituophis vertebralis,http://inaturalist-open-data.s3.amazonaws.com/photos/358069267/medium.jpg,val
358417315,Ctenosaura hemilopha,http://inaturalist-open-data.s3.amazonaws.com/photos/358417315/medium.jpg,train
357764861,Craspedocephalus gramineus,http://inaturalist-open-data.s3.amazonaws.com/photos/357764861/medium.jpeg,train
356976933,Eutropis macularia,http://inaturalist-open-data.s3.amazonaws.com/photos/356976933/medium.jpeg,train
355179394,Varanus salvator,http://inaturalist-open-data.s3.amazonaws.com/photos/355179394/medium.jpeg,train
357068387,Testudo horsfieldii,http://inaturalist-open-data.s3.amazonaws.com/photos/357068387/medium.jpg,train
354903311,Anolis krugi,http://inaturalist-open-data.s3.amazonaws.com/photos/354903311/medium.jpg,train
356480116,Daboia russelii,http://inaturalist-open-data.s3.amazonaws.com/photos/356480116/medium.jpeg,train
357475496,Python natalensis,http://inaturalist-open-data.s3.amazonaws.com/photos/357475496/medium.jpeg,train
358425011,Ctenosaura acanthura,http://inaturalist-open-data.s3.amazonaws.com/photos/358425011/medium.jpeg,train
357820520,Mokopirirakau southern north island,http://inaturalist-open-data.s3.amazonaws.com/photos/357820520/medium.jpeg,train
354405182,Pogona vitticeps,http://inaturalist-open-data.s3.amazonaws.com/photos/354405182/medium.jpg,train
358897104,Varanus komodoensis,http://inaturalist-open-data.s3.amazonaws.com/photos/358897104/medium.jpg,train
358988759,Draco melanopogon,http://inaturalist-open-data.s3.amazonaws.com/photos/358988759/medium.jpeg,val
355451355,Vipera renardi,http://inaturalist-open-data.s3.amazonaws.com/photos/355451355/medium.jpeg,train
357228250,Chamaeleo chamaeleon,http://inaturalist-open-data.s3.amazonaws.com/photos/357228250/medium.jpg,train
354699745,Eutropis macularia,http://inaturalist-open-data.s3.amazonaws.com/photos/354699745/medium.jpeg,val
358643396,Dispholidus typus,http://inaturalist-open-data.s3.amazonaws.com/photos/358643396/medium.jpg,train
355052903,Thecadactylus solimoensis,http://inaturalist-open-data.s3.amazonaws.com/photos/355052903/medium.jpeg,train
356731283,Rankinia diemensis,http://inaturalist-open-data.s3.amazonaws.com/photos/356731283/medium.jpg,train
357608375,Lampropeltis elapsoides,http://inaturalist-open-data.s3.amazonaws.com/photos/357608375/medium.jpeg,val
355942672,Anolis rodriguezii,http://inaturalist-open-data.s3.amazonaws.com/photos/355942672/medium.jpg,val
356666770,Anolis rodriguezii,http://inaturalist-open-data.s3.amazonaws.com/photos/356666770/medium.jpeg,test
354509952,Rhabdophis helleri,http://inaturalist-open-data.s3.amazonaws.com/photos/354509952/medium.jpeg,train
355372285,Sceloporus melanorhinus,http://inaturalist-open-data.s3.amazonaws.com/photos/355372285/medium.jpeg,train
356793492,Ophiophagus hannah,http://inaturalist-open-data.s3.amazonaws.com/photos/356793492/medium.jpeg,train
356155744,Pseudemoia entrecasteauxii,http://inaturalist-open-data.s3.amazonaws.com/photos/356155744/medium.jpg,train
355239857,Dispholidus typus,http://inaturalist-open-data.s3.amazonaws.com/photos/355239857/medium.jpg,train
356941846,Hemiaspis signata,http://inaturalist-open-data.s3.amazonaws.com/photos/356941846/medium.jpg,test
355635888,Podocnemis unifilis,http://inaturalist-open-data.s3.amazonaws.com/photos/355635888/medium.jpeg,train
356867393,Corallus ruschenbergerii,http://inaturalist-open-data.s3.amazonaws.com/photos/356867393/medium.jpeg,train
358176438,Ophiophagus hannah,http://inaturalist-open-data.s3.amazonaws.com/photos/358176438/medium.jpeg,train
355239880,Dispholidus typus,http://inaturalist-open-data.s3.amazonaws.com/photos/355239880/medium.jpg,val
356578506,Sceloporus melanorhinus,http://inaturalist-open-data.s3.amazonaws.com/photos/356578506/medium.jpeg,train
357693924,Coelognathus radiatus,http://inaturalist-open-data.s3.amazonaws.com/photos/357693924/medium.jpg,val
357468310,Otocryptis wiegmanni,http://inaturalist-open-data.s3.amazonaws.com/photos/357468310/medium.jpeg,train
357651895,Pygopus lepidopodus,http://inaturalist-open-data.s3.amazonaws.com/photos/357651895/medium.jpg,train
354139029,Phyllurus platurus,http://inaturalist-open-data.s3.amazonaws.com/photos/354139029/medium.jpeg,train
358844195,Holcosus leptophrys,http://inaturalist-open-data.s3.amazonaws.com/photos/358844195/medium.jpeg,train
354767512,Cercosaura schreibersii,http://inaturalist-open-data.s3.amazonaws.com/photos/354767512/medium.jpeg,train
356737712,Laudakia vulgaris,http://inaturalist-open-data.s3.amazonaws.com/photos/356737712/medium.jpeg,train
357937679,Phrynops williamsi,http://inaturalist-open-data.s3.amazonaws.com/photos/357937679/medium.jpeg,val
354902421,Demansia psammophis,http://inaturalist-open-data.s3.amazonaws.com/photos/354902421/medium.jpg,train
356961945,Calotes bachae,http://inaturalist-open-data.s3.amazonaws.com/photos/356961945/medium.jpeg,test
355545921,Liolaemus lemniscatus,http://inaturalist-open-data.s3.amazonaws.com/photos/355545921/medium.png,test
356786369,Oxybelis koehleri,http://inaturalist-open-data.s3.amazonaws.com/photos/356786369/medium.jpg,test
357435843,Hemiaspis signata,http://inaturalist-open-data.s3.amazonaws.com/photos/357435843/medium.jpeg,train
357285478,Darevskia lindholmi,http://inaturalist-open-data.s3.amazonaws.com/photos/357285478/medium.jpeg,train
354297871,Simalia kinghorni,http://inaturalist-open-data.s3.amazonaws.com/photos/354297871/medium.jpeg,train
359076370,Graptemys ouachitensis,http://inaturalist-open-data.s3.amazonaws.com/photos/359076370/medium.jpg,train
357772018,Scincella cherriei,http://inaturalist-open-data.s3.amazonaws.com/photos/357772018/medium.jpeg,train
358805186,Python natalensis,http://inaturalist-open-data.s3.amazonaws.com/photos/358805186/medium.jpeg,val
358230158,Coelognathus radiatus,http://inaturalist-open-data.s3.amazonaws.com/photos/358230158/medium.jpeg,train
357688930,Oxyrhopus guibei,http://inaturalist-open-data.s3.amazonaws.com/photos/357688930/medium.jpeg,val
